colour	x	y	showSelectedlegendcolour	fill
#F8766D	2020	0.52	Abap	#F8766D
#F8766D	2020	0.51	Abap	#F8766D
#F8766D	2020	0.55	Abap	#F8766D
#F8766D	2020	0.56	Abap	#F8766D
#F8766D	2020	0.52	Abap	#F8766D
#F8766D	2020	0.5	Abap	#F8766D
#F8766D	2020	0.53	Abap	#F8766D
#F8766D	2020	0.54	Abap	#F8766D
#F8766D	2020	0.49	Abap	#F8766D
#F8766D	2020	0.47	Abap	#F8766D
#F8766D	2020	0.46	Abap	#F8766D
#F8766D	2020	0.4	Abap	#F8766D
#EF7F48	2020	0.32	Ada	#EF7F48
#EF7F48	2020	0.32	Ada	#EF7F48
#EF7F48	2020	0.33	Ada	#EF7F48
#EF7F48	2020	0.38	Ada	#EF7F48
#EF7F48	2020	0.43	Ada	#EF7F48
#EF7F48	2020	0.5	Ada	#EF7F48
#EF7F48	2020	0.53	Ada	#EF7F48
#EF7F48	2020	0.56	Ada	#EF7F48
#EF7F48	2020	0.58	Ada	#EF7F48
#EF7F48	2020	0.57	Ada	#EF7F48
#EF7F48	2020	0.57	Ada	#EF7F48
#EF7F48	2020	0.58	Ada	#EF7F48
#D69100	2020	5.93	C.C..	#D69100
#D69100	2020	5.86	C.C..	#D69100
#D69100	2020	5.87	C.C..	#D69100
#D69100	2020	5.66	C.C..	#D69100
#D69100	2020	5.63	C.C..	#D69100
#D69100	2020	5.59	C.C..	#D69100
#D69100	2020	5.63	C.C..	#D69100
#D69100	2020	5.6	C.C..	#D69100
#D69100	2020	5.48	C.C..	#D69100
#D69100	2020	5.69	C.C..	#D69100
#D69100	2020	5.92	C.C..	#D69100
#D69100	2020	6.17	C.C..	#D69100
#E48800	2020	7.08	C.	#E48800
#E48800	2020	7.2	C.	#E48800
#E48800	2020	7.23	C.	#E48800
#E48800	2020	7.16	C.	#E48800
#E48800	2020	6.89	C.	#E48800
#E48800	2020	6.64	C.	#E48800
#E48800	2020	6.62	C.	#E48800
#E48800	2020	6.4	C.	#E48800
#E48800	2020	6.21	C.	#E48800
#E48800	2020	6.1	C.	#E48800
#E48800	2020	6.27	C.	#E48800
#E48800	2020	6.49	C.	#E48800
#C69900	2020	0.33	Cobol	#C69900
#C69900	2020	0.28	Cobol	#C69900
#C69900	2020	0.26	Cobol	#C69900
#C69900	2020	0.26	Cobol	#C69900
#C69900	2020	0.32	Cobol	#C69900
#C69900	2020	0.33	Cobol	#C69900
#C69900	2020	0.33	Cobol	#C69900
#C69900	2020	0.39	Cobol	#C69900
#C69900	2020	0.41	Cobol	#C69900
#C69900	2020	0.42	Cobol	#C69900
#C69900	2020	0.33	Cobol	#C69900
#C69900	2020	0.32	Cobol	#C69900
#B4A000	2020	0.45	Dart	#B4A000
#B4A000	2020	0.49	Dart	#B4A000
#B4A000	2020	0.5	Dart	#B4A000
#B4A000	2020	0.52	Dart	#B4A000
#B4A000	2020	0.57	Dart	#B4A000
#B4A000	2020	0.61	Dart	#B4A000
#B4A000	2020	0.61	Dart	#B4A000
#B4A000	2020	0.65	Dart	#B4A000
#B4A000	2020	0.65	Dart	#B4A000
#B4A000	2020	0.63	Dart	#B4A000
#B4A000	2020	0.63	Dart	#B4A000
#B4A000	2020	0.57	Dart	#B4A000
#9EA700	2020	0.18	Delphi.Pascal	#9EA700
#9EA700	2020	0.2	Delphi.Pascal	#9EA700
#9EA700	2020	0.19	Delphi.Pascal	#9EA700
#9EA700	2020	0.2	Delphi.Pascal	#9EA700
#9EA700	2020	0.24	Delphi.Pascal	#9EA700
#9EA700	2020	0.27	Delphi.Pascal	#9EA700
#9EA700	2020	0.25	Delphi.Pascal	#9EA700
#9EA700	2020	0.29	Delphi.Pascal	#9EA700
#9EA700	2020	0.3	Delphi.Pascal	#9EA700
#9EA700	2020	0.28	Delphi.Pascal	#9EA700
#9EA700	2020	0.24	Delphi.Pascal	#9EA700
#9EA700	2020	0.22	Delphi.Pascal	#9EA700
#83AD00	2020	1.41	Go	#83AD00
#83AD00	2020	1.39	Go	#83AD00
#83AD00	2020	1.37	Go	#83AD00
#83AD00	2020	1.43	Go	#83AD00
#83AD00	2020	1.41	Go	#83AD00
#83AD00	2020	1.38	Go	#83AD00
#83AD00	2020	1.37	Go	#83AD00
#83AD00	2020	1.41	Go	#83AD00
#83AD00	2020	1.42	Go	#83AD00
#83AD00	2020	1.38	Go	#83AD00
#83AD00	2020	1.35	Go	#83AD00
#83AD00	2020	1.28	Go	#83AD00
#60B200	2020	0.5	Groovy	#60B200
#60B200	2020	0.48	Groovy	#60B200
#60B200	2020	0.45	Groovy	#60B200
#60B200	2020	0.46	Groovy	#60B200
#60B200	2020	0.46	Groovy	#60B200
#60B200	2020	0.48	Groovy	#60B200
#60B200	2020	0.45	Groovy	#60B200
#60B200	2020	0.5	Groovy	#60B200
#60B200	2020	0.46	Groovy	#60B200
#60B200	2020	0.43	Groovy	#60B200
#60B200	2020	0.39	Groovy	#60B200
#60B200	2020	0.29	Groovy	#60B200
#19B700	2020	0.34	Haskell	#19B700
#19B700	2020	0.32	Haskell	#19B700
#19B700	2020	0.27	Haskell	#19B700
#19B700	2020	0.27	Haskell	#19B700
#19B700	2020	0.29	Haskell	#19B700
#19B700	2020	0.29	Haskell	#19B700
#19B700	2020	0.29	Haskell	#19B700
#19B700	2020	0.3	Haskell	#19B700
#19B700	2020	0.34	Haskell	#19B700
#19B700	2020	0.32	Haskell	#19B700
#19B700	2020	0.3	Haskell	#19B700
