colour	x	y	showSelectedlegendcolour	fill
#F8766D	2017	0.42	Abap	#F8766D
#F8766D	2017	0.48	Abap	#F8766D
#F8766D	2017	0.49	Abap	#F8766D
#F8766D	2017	0.5	Abap	#F8766D
#F8766D	2017	0.48	Abap	#F8766D
#F8766D	2017	0.49	Abap	#F8766D
#F8766D	2017	0.5	Abap	#F8766D
#F8766D	2017	0.48	Abap	#F8766D
#F8766D	2017	0.48	Abap	#F8766D
#F8766D	2017	0.46	Abap	#F8766D
#F8766D	2017	0.47	Abap	#F8766D
#F8766D	2017	0.47	Abap	#F8766D
#EF7F48	2017	0.52	Ada	#EF7F48
#EF7F48	2017	0.51	Ada	#EF7F48
#EF7F48	2017	0.5	Ada	#EF7F48
#EF7F48	2017	0.49	Ada	#EF7F48
#EF7F48	2017	0.46	Ada	#EF7F48
#EF7F48	2017	0.46	Ada	#EF7F48
#EF7F48	2017	0.43	Ada	#EF7F48
#EF7F48	2017	0.41	Ada	#EF7F48
#EF7F48	2017	0.36	Ada	#EF7F48
#EF7F48	2017	0.34	Ada	#EF7F48
#EF7F48	2017	0.33	Ada	#EF7F48
#EF7F48	2017	0.34	Ada	#EF7F48
#D69100	2017	7.51	C.C..	#D69100
#D69100	2017	7.57	C.C..	#D69100
#D69100	2017	7.46	C.C..	#D69100
#D69100	2017	7.41	C.C..	#D69100
#D69100	2017	7.26	C.C..	#D69100
#D69100	2017	7.07	C.C..	#D69100
#D69100	2017	7.03	C.C..	#D69100
#D69100	2017	6.94	C.C..	#D69100
#D69100	2017	6.91	C.C..	#D69100
#D69100	2017	6.81	C.C..	#D69100
#D69100	2017	6.67	C.C..	#D69100
#D69100	2017	6.6	C.C..	#D69100
#E48800	2017	8.59	C.	#E48800
#E48800	2017	8.46	C.	#E48800
#E48800	2017	8.39	C.	#E48800
#E48800	2017	8.4	C.	#E48800
#E48800	2017	8.45	C.	#E48800
#E48800	2017	8.43	C.	#E48800
#E48800	2017	8.25	C.	#E48800
#E48800	2017	8.11	C.	#E48800
#E48800	2017	8.05	C.	#E48800
#E48800	2017	8.02	C.	#E48800
#E48800	2017	7.96	C.	#E48800
#E48800	2017	7.78	C.	#E48800
#C69900	2017	0.27	Cobol	#C69900
#C69900	2017	0.28	Cobol	#C69900
#C69900	2017	0.31	Cobol	#C69900
#C69900	2017	0.34	Cobol	#C69900
#C69900	2017	0.36	Cobol	#C69900
#C69900	2017	0.36	Cobol	#C69900
#C69900	2017	0.35	Cobol	#C69900
#C69900	2017	0.32	Cobol	#C69900
#C69900	2017	0.3	Cobol	#C69900
#C69900	2017	0.26	Cobol	#C69900
#C69900	2017	0.25	Cobol	#C69900
#C69900	2017	0.27	Cobol	#C69900
#B4A000	2017	0.1	Dart	#B4A000
#B4A000	2017	0.12	Dart	#B4A000
#B4A000	2017	0.11	Dart	#B4A000
#B4A000	2017	0.12	Dart	#B4A000
#B4A000	2017	0.11	Dart	#B4A000
#B4A000	2017	0.11	Dart	#B4A000
#B4A000	2017	0.1	Dart	#B4A000
#B4A000	2017	0.08	Dart	#B4A000
#B4A000	2017	0.1	Dart	#B4A000
#B4A000	2017	0.07	Dart	#B4A000
#B4A000	2017	0.08	Dart	#B4A000
#B4A000	2017	0.09	Dart	#B4A000
#9EA700	2017	0.35	Delphi.Pascal	#9EA700
#9EA700	2017	0.35	Delphi.Pascal	#9EA700
#9EA700	2017	0.35	Delphi.Pascal	#9EA700
#9EA700	2017	0.36	Delphi.Pascal	#9EA700
#9EA700	2017	0.34	Delphi.Pascal	#9EA700
#9EA700	2017	0.34	Delphi.Pascal	#9EA700
#9EA700	2017	0.33	Delphi.Pascal	#9EA700
#9EA700	2017	0.33	Delphi.Pascal	#9EA700
#9EA700	2017	0.32	Delphi.Pascal	#9EA700
#9EA700	2017	0.28	Delphi.Pascal	#9EA700
#9EA700	2017	0.29	Delphi.Pascal	#9EA700
#9EA700	2017	0.33	Delphi.Pascal	#9EA700
#83AD00	2017	0.39	Go	#83AD00
#83AD00	2017	0.44	Go	#83AD00
#83AD00	2017	0.46	Go	#83AD00
#83AD00	2017	0.52	Go	#83AD00
#83AD00	2017	0.54	Go	#83AD00
#83AD00	2017	0.56	Go	#83AD00
#83AD00	2017	0.61	Go	#83AD00
#83AD00	2017	0.59	Go	#83AD00
#83AD00	2017	0.61	Go	#83AD00
#83AD00	2017	0.62	Go	#83AD00
#83AD00	2017	0.66	Go	#83AD00
#83AD00	2017	0.71	Go	#83AD00
#60B200	2017	0.43	Groovy	#60B200
#60B200	2017	0.45	Groovy	#60B200
#60B200	2017	0.46	Groovy	#60B200
#60B200	2017	0.47	Groovy	#60B200
#60B200	2017	0.46	Groovy	#60B200
#60B200	2017	0.48	Groovy	#60B200
#60B200	2017	0.5	Groovy	#60B200
#60B200	2017	0.49	Groovy	#60B200
#60B200	2017	0.52	Groovy	#60B200
